time,ros_time,fsm_state,solve_controller,is_landed,is_armed,takeoff_land_trigger,is_waiting_for_cmd,use_preview,ref_x,ref_y,ref_z,ref_u,ref_v,ref_w,ref_ax,ref_ay,ref_az,ref_phi,ref_theta,ref_psi,x,y,z,u,v,w,ax,ay,az,phi,theta,psi,throttle,battery_voltage,accel_disturbance_x,accel_disturbance_y,accel_disturbance_z
0.620876,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248838,0.0355925,0.14117,-0.000342948,-0.0208294,-0.0114506,0.0215984,0.0238756,9.80043,0.00332794,-0.0950597,0.0658266,0,16.038,0,0,0
0.630899,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248923,0.0355294,0.141195,-0.000324996,-0.0211356,-0.0116259,0.0118415,0.0533432,9.78508,0.00346742,-0.0948638,0.0658711,0,16.038,0,0,0
0.64092,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248542,0.0354614,0.141214,-0.000321621,-0.0207003,-0.0118936,0.0118415,0.0533432,9.78508,0.00357384,-0.0949682,0.0658824,0,16.039,0,0,0
0.65084,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024884,0.0355367,0.141197,-7.28229e-05,-0.0207935,-0.0122573,0.0118415,0.0533432,9.78508,0.00346335,-0.0949801,0.0658824,0,16.039,0,0,0
0.660882,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248957,0.0355698,0.141199,-0.000195101,-0.0207772,-0.0120509,0.0397185,0.0244931,9.83014,0.00349617,-0.0949447,0.0658602,0,16.039,0,0,0
0.670884,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248978,0.0354681,0.141224,-8.06109e-05,-0.0207325,-0.0119506,0.0397185,0.0244931,9.83014,0.00364917,-0.0949874,0.0658903,0,16.039,0,0,0
0.680912,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248906,0.035519,0.141222,-0.000242734,-0.0204517,-0.0117528,0.0326963,0.0416682,9.76916,0.00346537,-0.0951059,0.0658705,0,16.039,0,0,0
0.690881,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249087,0.035535,0.14119,-0.000263616,-0.0206177,-0.0118104,0.0326963,0.0416682,9.76916,0.00353098,-0.0950921,0.065876,0,16.039,0,0,0
0.700869,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249018,0.0354841,0.141213,-0.000263616,-0.0206177,-0.0118104,0.0114368,0.0243198,9.76709,0.00361293,-0.0951721,0.0657844,0,16.039,0,0,0
0.710865,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024849,0.0355077,0.141168,-0.000243412,-0.0207272,-0.012051,0.0340049,0.0269054,9.80854,0.00338735,-0.0948909,0.0658252,0,16.039,0,0,0
